zcr_mean,rms_energy,spectral_centroid_mean,spectral_bandwidth_mean,mel_mean,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_14_mean,mfcc_15_mean,mfcc_16_mean,mfcc_17_mean,mfcc_18_mean,mfcc_19_mean,chroma_0_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,contrast_0_mean,contrast_1_mean,contrast_2_mean,contrast_3_mean,contrast_4_mean,contrast_5_mean,contrast_6_mean,label
0.11619847556554525,0.02807498,2235.1719968079296,2084.542175977028,0.23579296,-283.92346,84.67984,-45.734383,-9.003731,-22.367765,-13.107246,-25.898737,-6.035469,-14.007497,-4.1468005,-4.0107546,-6.154007,-10.521352,-5.772778,-8.722736,-1.9681877,-9.122299,-2.2710319,-1.203029,0.29649886,0.24087936,0.22170778,0.258839,0.3102873,0.3711237,0.4074828,0.40666515,0.53053105,0.40826687,0.38511378,0.2723236,0.24295872,18.614475216734423,15.947662355391271,19.636083472970945,17.428972552004513,17.691383411321745,17.51861642807087,50.76742852884646,1
0.0880764211136891,0.06062401,1833.9162155141635,1935.308025176814,2.0126383,-301.72052,97.703865,-10.017836,6.954067,-7.9877906,-1.0970429,-12.423027,-7.3549476,-5.490209,-2.8078337,-6.784846,-6.430005,-5.181508,-0.5923673,-7.6032257,-2.8053448,-7.830942,-5.9313846,-1.9800899,-2.0628047,0.40073028,0.30752727,0.2849365,0.20218012,0.20832632,0.22192805,0.24675064,0.2852217,0.32795563,0.38991332,0.3582549,0.42849886,19.15388478138629,15.206067112206187,19.285232755771943,19.92497841405797,19.85126474896701,17.928976839638544,49.443628000192554,0
0.17571554161832947,0.035898365,3011.976462231379,2664.7915634512487,0.5122444,-307.539,68.16779,7.8814445,12.1271105,5.969814,0.51295555,-8.073536,-4.593232,-10.058299,-9.647274,-0.90295,-7.479594,-4.0816445,1.1740755,-3.3623111,1.473229,-7.573193,-4.2591095,-6.741781,-5.326268,0.51246685,0.42752036,0.395267,0.4558002,0.46603113,0.4113863,0.4294412,0.4531885,0.45854616,0.49831048,0.5884627,0.59791136,20.81643068219397,13.913954412118626,17.385054708538117,14.89877958874602,16.73439638038656,16.393194153738374,45.79617115779792,0
0.22968817974187936,0.01882392,3684.8160703859708,2695.092326981636,0.096761,-282.86673,33.530746,-15.34344,3.5584533,-19.487669,-6.9438524,-20.618853,-9.714725,-14.360862,-8.331125,-12.346478,-6.4598365,-12.2465725,-10.02111,-11.186301,-8.474581,-12.238583,-5.1827507,-10.101877,-4.6570344,0.45877853,0.47556666,0.48530874,0.50450474,0.48474815,0.5285563,0.55276215,0.5529809,0.49541366,0.45399883,0.46109384,0.47323057,22.58416473151573,13.95108273022013,15.600527965899614,14.44100529887295,15.820987251116895,16.313649159238697,47.275445825037735,1
0.17510603973317865,0.012075801,2843.0743754954324,2442.832530430635,0.057549857,-427.31757,74.541725,-3.337891,5.5285683,-3.1572685,-19.710026,-18.094122,-10.757927,-13.942961,-6.2345777,-14.185603,-4.372973,-9.8229885,-10.939913,-10.683227,-13.397975,-13.592762,-3.6064527,-9.270928,-3.2518103,0.36717355,0.43879306,0.35369086,0.3222203,0.35426846,0.33195287,0.36811563,0.31462568,0.32346827,0.33917037,0.31855622,0.3501607,21.68767411149327,16.187055835747845,18.921425570454073,17.42248086532381,17.934913482320127,19.396211642165436,46.128686970009845,0
0.06279682062064965,0.08005641,1018.9406183175555,979.2286909317542,2.5325434,-254.25679,179.95012,-30.823435,18.39208,9.830073,-11.53992,-6.641715,-23.356678,-15.132371,-5.7348914,2.2988222,4.7463493,-0.651004,-0.08498089,-3.170376,3.2016633,2.3413706,-5.1610274,1.0645355,-1.3355359,0.36526588,0.3740395,0.38081378,0.32870328,0.3147263,0.36368415,0.35702586,0.37783602,0.48890606,0.48249567,0.3929662,0.3673844,15.820284179037293,12.928565674373095,17.67087739058673,15.837305900024402,17.996675988758863,35.13051114847132,38.611906734245004,1
0.11549041110788863,0.014477641,2025.0627806933187,1890.8440354665913,0.18852471,-374.47205,92.54206,-43.353107,-10.881916,-21.985542,-10.005195,2.3062499,0.3212075,-1.807394,3.277494,4.1839013,-4.5139976,-2.376275,-0.032553848,0.025490144,-0.91488427,-3.5186186,-1.8134707,-2.2137887,-3.0420234,0.48897415,0.50628513,0.39117473,0.36169314,0.40046534,0.39902297,0.45111784,0.50308424,0.6175179,0.5906953,0.5709654,0.5769276,14.576382663313783,11.32128826818225,16.097081452395177,15.887483548531693,16.989794021309486,18.223165816392346,50.263329811069816,0
0.13728293575986078,0.020175768,2413.1937804381837,2283.2652666249746,0.15723228,-306.2178,91.43317,-32.042706,-11.1321535,-7.5322566,-2.5138276,-19.433224,-17.075043,-14.572081,-6.283661,-7.811366,-1.5998756,-11.719166,-5.6795597,-6.2853675,-7.4363236,-11.817335,-4.282479,-8.117647,-3.2354887,0.536718,0.44925183,0.49270403,0.5292787,0.4402784,0.4547061,0.44483113,0.43538857,0.4053154,0.4109465,0.375204,0.44544095,20.825133365034443,14.318959105587082,16.72628025311641,15.289784318801935,18.181683165001168,17.508827152657286,45.77285070073026,1
0.056651954031322505,0.09717253,937.9554140656497,942.9822532275722,3.3467598,-264.55548,184.24515,-19.091343,25.487734,8.802833,-11.966491,-6.3482,-23.909353,-15.170737,-8.4593,-4.4152627,0.6865852,0.055047125,-1.2606858,-4.7987037,4.5337205,2.6085482,-5.1488914,1.6432208,-0.7306612,0.3373973,0.3524735,0.28428695,0.2446239,0.25885177,0.2941544,0.36250576,0.42532873,0.4819217,0.4723551,0.43128198,0.33878398,16.49393574593655,13.888025577824626,18.76230000677142,16.378712001750795,18.021744826973364,33.829826218554885,38.74171736802003,1
0.1301671711861949,0.028139139,2308.5855360623636,2166.1378299975077,0.23102675,-278.26242,86.09518,-35.99676,-8.981545,-17.175585,-6.0136504,-21.78382,-4.3810024,-10.330924,-7.9460597,-5.792971,-6.278393,-9.825034,-4.0810037,-6.721156,-3.7075825,-7.0731006,-1.0501449,-6.581398,-2.7855244,0.41749746,0.34195662,0.34330916,0.385773,0.3781213,0.412063,0.3832153,0.40827033,0.35427234,0.34358177,0.37583202,0.35824326,20.279539489661182,16.03171298079576,18.38891772868573,17.6495889159591,18.998792976828486,16.716992397144118,48.153762162492185,1
